file_path,Brain,Genotype,Type,Striatal.Subregion,Bif_ampl_local,Bif_ampl_remote,Branch_Order,Depth,Sum_EucDistance,Max_EucDistance,Fractal_Dim,Height,Length,N_bifs,N_branch,N_stems,N_tips,Partition_asymmetry,Sum_PathDistance,Max_PathDistance,Width,Terminal_degree,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,ABEL_All,BAPL_All,ABEL_Internal,BAPL_Internal,ABEL_Terminal,BAPL_Terminal,Balancing_Factor,Centripetal_Bias,Convexity
hTME18-1_Str_03_xyz-5447-10544-46,hTME18-1,Q140,D2,CPi,101.791,74.8969,5,80.67,46904.4,115.533,1.04158,149.78,2031.15,21,48,6,27,0.456236,66486.3,171.188,106.689,1.37614,87.1877,107.762,99.6705,73.9583,34.87530286,42.31083333,18.87546844,21.10571429,47.31961852,58.8037037,0.726794495,3.64022396,0.90725327
hTME18-1_Str_03_xyz-5481-4956-317,hTME18-1,Q140,D2,CPi,86.2573,77.5018,5,118.71,73875,168.006,1.02734,244.48,2332.63,19,43,5,24,0.4,90955.9,201.736,133.589,1.26173,110.437,125.266,95.8339,99.732,47.16655408,54.24255814,20.12208066,21.87526316,68.5767622,79.86666667,0.765898288,4.411986822,0.853550296
hTME18-1_Str_03_xyz-5535-13166-149,hTME18-1,Q140,D1,CPi,69.9902,64.4564,7,116.8,93421.1,162.644,1.03258,219.709,3352.2,37,78,4,41,0.348539,114629,178.443,162.512,1.39971,119.206,125.92,100.739,92.8738,36.94745515,42.97179487,19.48566388,21.23108108,52.70565704,62.59146341,0.774170784,4.613668894,0.78799351
hTME18-1_Str_03_xyz-5566-11876-282,hTME18-1,Q140,D2,CPi,63.3535,64.3796,4,62.77,27484.6,103.996,1.04963,177.1,1302.61,15,34,4,19,0.315556,34871.4,130.581,42.74,1.34455,124.722,121.868,90.8476,88.6401,30.90749135,38.30794118,18.29940106,20.48333333,40.86124684,52.38,0.738426168,3.843080912,0.904761905
hTME18-1_Str_03_xyz-5599-8901-322,hTME18-1,Q140,D2,CPi,85.7028,73.7656,5,106.11,58767.6,113.989,1.03274,157.998,2451.23,20,48,8,28,0.438095,79053.4,147.667,153.638,1.20825,103.872,110.705,94.7014,101.704,41.89239992,51.06229167,18.32071725,20.8785,58.72931611,72.62214286,0.713531005,3.431080377,0.76
hTME18-1_Str_03_xyz-5708-6529-284,hTME18-1,Q140,D1,CPi,78.6745,62.9911,5,138.05,113695,147.313,1.0273,212.73,3371.21,25,57,7,32,0.513333,138846,185.489,205.558,1.19492,108.201,127.839,100.401,97.0069,51.21644423,59.13964912,16.19846805,16.9176,78.57423812,92.125625,0.781136064,4.796696646,0.885813149
hTME18-1_Str_03_xyz-5840-7314-309,hTME18-1,Q140,D1,CPi,68.546,78.2788,3,96.72,16668.4,115.986,1.02629,161.26,812.123,6,16,4,10,0.5,20761.3,156.866,99.0184,1.37075,122.227,115.743,110.448,103.472,44.87683968,50.753125,26.07171666,29.00666667,56.1599135,63.801,0.765819625,4.410145066,0.875
hTME18-1_Str_03_xyz-6008-5401-329,hTME18-1,Q140,D2,CPi,77.3318,69.2327,7,122.98,74984.9,136.71,1.0368,222.439,2388.35,22,51,7,29,0.465909,97719.5,240.571,90.5308,1.49746,105.573,118.61,87.2954,96.3204,37.37065161,46.82509804,23.61728546,25.93681818,47.80423972,62.67137931,0.693349194,3.150997083,0.822060354
hTME18-1_Str_03_xyz-6375-14963-281,hTME18-1,Q140,D1,CPi,62.3724,67.3596,7,84.01,27943.4,122.289,1.03144,165.732,1520.91,17,37,3,20,0.442017,36131.8,179.981,117.81,1.38289,122.247,115.698,83.5525,69.6268,35.85060474,41.09945946,14.75234473,15.90705882,53.78412575,62.513,0.732187661,3.73185103,0.909090909
hTME18-1_Str_03_xyz-6418-9353-298,hTME18-1,Q140,D2,CPi,88.7647,82.4147,5,96.89,66663.2,127.816,1.03373,155.519,2755.77,30,64,4,34,0.305185,94366.4,228.068,134.337,1.33474,104.814,114.093,86.9668,88.1989,34.68329747,43.05359375,15.4067027,16.94766667,51.69205756,66.08823529,0.686889904,3.069742934,0.759259259
hTME18-1_Str_03_xyz-6466-2602-296,hTME18-1,Q140,D1,CPi,82.0743,78.43,6,47.64,24575.5,124.907,1.04434,148.8,1239.93,12,31,7,19,0.583333,30082.5,139.408,160.73,1.33053,111.252,118.686,76.0153,66.7006,32.22435434,39.99225806,18.00125835,18.99916667,41.20736233,53.25105263,0.742086607,3.911130434,0.93877551
hTME18-1_Str_03_xyz-6779-8578-347,hTME18-1,Q140,D2,CPi,68.3454,79.0173,7,114.98,55971.6,111.535,1.03644,178.279,2355.31,24,54,6,30,0.427528,72333.6,141.815,129.91,1.41343,120.03,116.558,84.8331,77.2597,35.75715738,43.61166667,16.24759027,18.17416667,51.36481107,63.96166667,0.69470943,3.168591833,0.857421875
hTME18-1_Str_03_xyz-6843-14041-322,hTME18-1,Q140,D2,CPi,71.8677,55.1757,9,49.5,24086.2,145.374,1.03398,193.721,1374.59,18,39,3,21,0.501852,30813.4,196.203,122.168,1.53351,123.981,127.214,95.1472,97.1469,30.14980208,35.24102564,15.13609636,18.98611111,43.0186927,49.17380952,0.73725344,3.821724092,0.739130435
hTME18-1_Str_03_xyz-6881-7138-377,hTME18-1,Q140,D2,CPi,86.7068,72.4594,8,87.73,72049.3,122.89,1.03376,170.969,2791.31,30,64,4,34,0.334941,95129.7,171.802,140.369,1.281,106.602,118.877,72.2837,65.9685,36.70670725,43.60921875,13.75382736,14.72333333,56.95924834,69.09676471,0.729595371,3.687303519,0.827160494
hTME18-1_Str_03_xyz-6964-13818-301,hTME18-1,Q140,D2,CPi,71.1779,66.1789,6,96.18,65881.4,136.658,1.03295,186.88,2536.76,23,53,7,30,0.345982,84986.1,159.369,138.991,1.29307,122.305,122.869,69.7677,64.4716,39.95837833,47.85886792,12.44418632,13.44869565,61.0525922,74.24,0.753073004,4.128880875,0.755859375
hTME18-1_Str_03_xyz-7140-9415-356,hTME18-1,Q140,D1,CPi,67.704,74.6194,5,88.78,53189.1,150.049,1.02991,209.82,2799.58,25,59,9,34,0.329048,70164.6,195.758,150.15,1.24612,121.462,121.911,90.9028,88.4068,39.74896679,47.4459322,15.85023685,16.8368,57.32156233,69.95264706,0.734061844,3.764658649,0.755401235
hTME18-1_Str_03_xyz-7381-15429-265,hTME18-1,Q140,D2,CPi,64.9276,50.9927,4,65.73,51269.1,115.066,1.04362,188.67,2114.07,16,41,9,25,0.529762,61546.5,137.583,92.9597,1.19336,118.37,132.066,89.9518,79.169,43.28575452,51.55804878,13.94107782,15.410625,62.0663476,74.6924,0.817777134,6.020551965,0.916323731
hTME18-1_Str_03_xyz-7683-10151-260,hTME18-1,Q140,D1,CPi,79.2786,71.6966,6,105.92,43708.7,139.499,1.03238,150.71,1529.8,13,29,3,16,0.42735,56413.8,168.716,145.802,1.22792,110.816,122.958,72.0847,72.7786,43.99374525,52.74689655,14.14263591,15.06076923,68.24777159,83.366875,0.742695638,3.922661388,0.882716049
hTME18-1_Str_03_xyz-7701-5411-325,hTME18-1,Q140,D1,CPi,70.6277,73.7213,3,107.93,70087.9,139.388,1.0375,210.041,2682.04,21,50,8,29,0.380952,85337.3,178.417,169.93,1.25373,117.573,124.136,90.6132,90.2797,44.92024031,53.6354,22.27291171,23.99142857,61.32002999,75.10172414,0.741868915,3.907023476,0.747138398
hTME18-1_Str_03_xyz-7810-9331-275,hTME18-1,Q140,D1,CPi,46.9413,50.3401,5,145.8,31194.6,132.983,1.02984,142.51,2205.08,18,42,6,24,0.324868,37149.3,162.057,175.839,1.26506,141.459,134.26,96.3564,88.0311,45.3177499,52.49666667,17.68438403,18.93611111,66.0427743,77.66708333,0.793908519,5.168349542,0.877218935
hTME18-1_Str_03_xyz-7955-5865-365,hTME18-1,Q140,D2,CPi,89.4598,83.8677,9,41.91,47263.7,136.635,1.03979,215.91,1676.49,19,42,4,23,0.472605,66847.8,151.503,64.3632,1.50258,97.9671,100.687,86.8862,88.1827,32.95532383,39.91261905,17.59294367,19.79473684,45.64598571,56.53173913,0.643306036,2.60527552,0.8096
hTME18-1_Str_03_xyz-7969-11793-260,hTME18-1,Q140,D2,CPi,70.4934,66.4933,6,66.3,67635.4,127.396,1.02803,202.899,2134.08,22,48,4,26,0.421717,84660.1,158.706,180.08,1.35239,122.038,128.416,103.575,94.6183,38.44979398,44.45458333,16.04196912,16.88818182,57.41026117,67.78,0.774870218,4.631478823,0.864795918
hTME18-1_Str_03_xyz-8164-6981-353,hTME18-1,Q140,D2,CPi,46.9085,67.6154,5,94.67,30947.2,107.039,1.06516,150.549,1427.95,15,34,4,19,0.6,44526.1,165.027,99.4902,1.4103,142.806,126.435,87.0269,87.6815,31.62555966,41.99382353,14.03835471,15.98533333,45.51019514,62.52684211,0.696950324,3.197958259,0.818594104
hTME18-1_Str_03_xyz-8272-10110-300,hTME18-1,Q140,D1,CPi,77.7851,57.2456,8,124.97,76294.4,143.43,1.03468,187.98,2630.38,23,53,7,30,0.462526,91827.9,167.024,150.4,1.29604,113.277,121.62,78.5262,66.5268,41.45715459,49.62471698,15.9682397,17.28782609,60.99865601,74.41633333,0.769724502,4.503264392,0.837890625
hTME18-1_Str_03_xyz-8452-4076-336,hTME18-1,Q140,D1,CPi,52.264,59.4406,4,139.51,87220.3,155.416,1.03309,242.88,2770.82,18,41,5,23,0.296296,103352,205.754,215.57,1.18564,135.124,133.166,82.3628,79.2583,58.09384297,67.57609756,13.85931627,14.64277778,92.71216821,109.0021739,0.834053945,6.760591548,0.8864
hTME18-1_Str_03_xyz-8545-6988-222,hTME18-1,Q140,D1,CPi,78.9267,68.3476,5,118.42,42110.4,121.166,1.03651,198.87,1823.24,16,39,7,23,0.625,51944.7,150.129,111.229,1.26129,107.03,122.673,84.122,88.0047,39.71488749,46.74410256,17.98280619,19.4625,54.83285709,65.7226087,0.797028255,5.267079264,0.8048
hTME18-1_Str_03_xyz-8718-7263-290,hTME18-1,Q140,D1,CPi,81.3417,95.8655,3,121.78,36730.7,124.648,1.0481,139.371,1572.75,11,27,5,16,0.454545,51593.8,198.374,156.029,1.28365,102.927,95.8948,108.886,82.2732,44.96358127,58.24481481,19.46108627,22.52363636,62.49654658,82.803125,0.66463255,2.816009424,0.808641975
hTME18-1_Str_03_xyz-8728-14467-292,hTME18-1,Q140,D1,CPi,89.2045,52.9961,4,138.37,77632,133.367,1.04184,180.39,2933.47,20,51,11,31,0.316667,93744.2,157.558,184.93,1.15642,99.7545,128.388,99.0798,102.215,47.60764642,57.51352941,18.96290984,20.2025,66.08812163,81.58516129,0.801603537,5.418150519,0.799816345
hTME18-1_Str_03_xyz-9057-7227-373,hTME18-1,Q140,D1,CPi,97.0484,75.9618,5,85.8,72910.7,136.702,1.02702,172.108,3054.72,30,66,6,36,0.445556,95988.5,191.07,175.051,1.35385,98.4197,119.185,91.9494,95.2883,39.39473537,46.27893939,18.39858743,20.401,56.89152533,67.84388889,0.746202754,3.990259946,0.8033241
hTME18-1_Str_03_xyz-9110-9558-334,hTME18-1,Q140,D2,CPi,83.7119,56.748,7,146.69,91218.3,126.335,1.0299,192.56,3220.09,44,92,4,48,0.452558,118160,161.915,121.97,1.59742,104.033,126.882,97.6464,105.547,30.12778915,34.99619565,14.75695979,16.39795455,44.21771607,52.04458333,0.776955308,4.685310971,0.7352
hTME18-1_Str_03_xyz-9394-9612-73,hTME18-1,Q140,D2,CPi,48.2666,68.2783,5,112.64,46800.2,125.31,1.0384,150.881,2787.67,26,57,5,31,0.538462,65357.4,246.783,176.69,1.18329,130.707,117.584,93.4057,103.743,39.14647657,48.90122807,11.7798824,12.60576923,62.09910394,79.34258065,0.746348781,3.993119642,0.822773186
hTME18-1_Str_04_xyz-10096-1873-259,hTME18-1,Q140,D1,CPi,51.3231,54.3539,5,63.99,57202.9,134.899,1.05024,206.936,2240.91,17,39,5,22,0.568627,72036.4,169.465,190.179,1.27778,132.976,127.075,69.1889,63.221,44.04583973,57.45358974,17.58931001,19.01470588,64.48952178,87.15636364,0.751969679,4.106043453,0.826388889
hTME18-1_Str_04_xyz-10181-4262-280,hTME18-1,Q140,D1,CPi,44.3932,53.1817,5,119.56,33681.7,126.733,1.03402,192.44,2281.66,22,48,4,26,0.344687,39355.3,150.064,159.38,1.33589,143.263,137.997,79.6147,89.88,41.36051143,47.53020833,17.2535904,18.20909091,61.75867537,72.34038462,0.816045861,5.950404489,0.889030612
hTME18-1_Str_04_xyz-10245-3230-249,hTME18-1,Q140,D1,CPi,71.1053,66.1303,7,139.91,101606,130.745,1.03205,203.451,3478.79,36,75,3,39,0.355448,133887,165.697,167.826,1.4524,115.931,122.976,80.5865,74.9909,39.67655848,46.3792,18.97523349,20.71777778,58.78547387,70.06666667,0.768283859,4.468502746,0.812611541
hTME18-1_Str_04_xyz-10249-3820-155,hTME18-1,Q140,D2,CPi,64.1402,69.5058,2,88.55,15388.4,115.467,1.0422,130.46,1056.83,7,20,6,13,0.285714,19560,143.978,89.6961,1.1548,120.322,127.304,119.206,94.5804,43.52807472,52.8355,23.0179907,26.24857143,54.57196612,67.15153846,0.724138121,3.596551396,0.906666667
hTME18-1_Str_04_xyz-10263-7631-253,hTME18-1,Q140,D2,CPi,77.4773,81.3411,8,106.69,44215,131.893,1.05135,163.191,1953.23,22,46,2,24,0.520563,79860.5,227.933,143.56,1.60979,110.947,109.065,88.2637,74.0891,33.40580048,42.45652174,13.30494961,15.44181818,51.83158046,67.22,0.671362243,2.888747674,0.795857988
hTME18-1_Str_04_xyz-10290-5164-141,hTME18-1,Q140,D1,CPi,72.744,71.9082,4,130.78,61986.5,111.307,1.03119,177.69,2319.7,21,47,5,26,0.293651,78835.3,149.385,145.04,1.30435,119.057,124.873,89.1262,96.2532,41.41784485,49.34978723,19.50361706,21.97428571,59.11779807,71.46076923,0.740562162,3.882531114,0.890306122
hTME18-1_Str_04_xyz-10393-9576-353,hTME18-1,Q140,D1,CPi,57.625,65.9129,5,104.61,26642.5,141.025,1.02268,170.231,2477.99,27,62,8,35,0.434568,32547.2,161.322,171.628,1.44395,127.296,120.028,95.562,89.9477,35.88970042,39.96209677,23.91305639,25.02222222,45.12882582,51.48714286,0.80510004,5.538947228,0.834915997
hTME18-1_Str_04_xyz-10494-5964-195,hTME18-1,Q140,D1,CPi,45.5154,60.4071,4,142.56,41198.6,131.653,1.03336,165.48,1653.49,14,31,3,17,0.345238,51394.1,154.134,166.551,1.20059,135.479,130.568,95.7481,88.1749,44.80651568,53.33387097,12.8841983,13.87142857,71.09548294,85.83235294,0.768401339,4.471319419,0.886426593
hTME18-1_Str_04_xyz-10506-6108-48,hTME18-1,Q140,D2,CPi,81.9252,74.7458,7,74.08,34895.8,108.794,1.03004,176.869,1392.26,20,44,4,24,0.49381,44745.9,143.82,115.079,1.47393,111.203,116.089,99.7404,92.9557,27.41789904,31.63727273,12.95621899,14.275,39.46929908,46.10583333,0.760013143,4.277898534,0.763313609
hTME18-1_Str_04_xyz-10619-3013-288,hTME18-1,Q140,D1,CPi,61.7954,54.047,3,90.93,35588.1,115.841,1.02958,186.521,1423.92,11,28,6,17,0.393939,41603.9,134.369,132.812,1.21441,131.324,133.509,93.1343,90.9432,44.23330992,50.84964286,21.0764018,23.75909091,59.21719165,68.37882353,0.809415746,5.694881207,0.886426593
hTME18-1_Str_04_xyz-10662-3980-97,hTME18-1,Q140,D1,CPi,58.2331,72.5801,7,128.24,88983.1,154.791,1.03522,221.11,3070.73,28,59,3,31,0.380952,123195,186.532,145.61,1.44032,126.643,120.016,96.0203,98.5469,42.28731579,52.04152542,13.47963096,14.6925,68.30716015,85.77612903,0.748168883,4.029072413,0.8640955
hTME18-1_Str_04_xyz-10822-5281-224,hTME18-1,Q140,D1,CPi,61.8182,64.8172,6,123.09,72788.1,133.564,1.04044,177.969,2789.17,24,53,5,29,0.331614,92839.1,166.418,162.21,1.31611,126.607,128.438,95.8607,91.5093,43.40497542,52.62132075,16.23039165,17.54416667,65.89428612,81.65068966,0.778053309,4.714111953,0.873048907
hTME18-1_Str_04_xyz-10882-3302-306,hTME18-1,Q140,D2,CPi,50.1446,70.8065,5,103.77,47394.1,103.641,1.02906,157.131,2225.8,20,47,7,27,0.458333,61132.9,168.453,121.34,1.27107,132.488,117.922,81.4011,83.6705,40.75087661,47.35276596,15.12990841,16.889,59.72937158,69.91851852,0.788906983,5.01684037,0.873959572
hTME18-1_Str_04_xyz-11067-4941-85,hTME18-1,Q140,D1,CPi,84.081,48.1487,3,95.67,48209.4,136.28,1.03968,179.66,1726.28,13,32,6,19,0.25641,58886.8,149.45,122.051,1.18395,103.161,136.81,102.334,93.7342,43.68623918,53.940625,15.82657077,17.24,62.74811757,79.05157895,0.779121405,4.74243476,0.936507937
hTME18-1_Str_04_xyz-1869-7447-95,hTME18-1,Q140,D1,CPi,82.7104,79.1001,6,94.91,44031.8,113.557,1.03103,158.461,1966.63,24,53,5,29,0.633333,58569.4,154.002,126.66,1.45332,107.241,117.121,90.4902,81.4628,31.76350813,37.10169811,16.13704785,17.615,44.69575112,53.22862069,0.693867142,3.15767645,0.901144641
hTME18-1_Str_04_xyz-3923-9357-324,hTME18-1,Q140,D1,CPi,54.3011,64.5107,4,96.94,95410.5,136.971,1.03084,198.23,3522.61,34,76,8,42,0.341176,118639,165.671,175.179,1.32566,130.338,125.46,86.2887,94.8097,40.17136456,46.34473684,15.73257268,16.82147059,59.95514847,70.24452381,0.754508507,4.158935763,0.775826446
hTME18-1_Str_04_xyz-4812-12041-314,hTME18-1,Q140,D2,CPi,56.5849,66.8135,8,69.66,77138.6,145.752,1.03447,209.27,2908.96,35,75,5,40,0.408435,95692,174.584,123.19,1.41597,131.859,124.836,84.3518,88.7841,32.9104462,38.78133333,13.24060875,14.41914286,50.12155396,60.09825,0.749751555,4.060807883,0.835034014
hTME18-1_Str_04_xyz-4829-9577-345,hTME18-1,Q140,D1,CPi,59.8408,57.4859,5,76.48,53273.5,174.564,1.03511,206.709,1792.9,17,39,5,22,0.379085,63071.8,193.622,163.452,1.35606,131.423,133.199,92.0953,90.977,39.49724459,45.96794872,19.00939383,20.42764706,55.32876563,65.70363636,0.808846822,5.673875108,0.796875
hTME18-1_Str_04_xyz-4852-8281-361,hTME18-1,Q140,D2,CPi,71.9926,55.5189,3,67.6,45511.6,169.703,1.02417,228.738,1680.85,14,33,5,19,0.202381,54346.6,191.181,138.199,1.25612,119.259,127.554,76.4105,73.5878,44.53950725,50.93030303,23.72928959,24.78785714,59.87335185,70.19315789,0.827673518,6.451883833,0.848072562
hTME18-1_Str_04_xyz-5574-11952-303,hTME18-1,Q140,D1,CPi,70.9422,51.8317,4,44.2,84706.6,144.557,1.02388,232.33,2810.11,27,61,7,34,0.460494,97228.6,175.284,117.369,1.29936,117.802,138.046,86.5262,75.9462,40.97833332,46.06262295,17.28921305,18.17481481,59.79028177,68.20882353,0.846658111,7.455428737,0.831790123
hTME18-1_Str_04_xyz-6498-11016-189,hTME18-1,Q140,D1,CPi,72.421,63.5478,5,69.95,44032.1,157.97,1.03621,152.337,1763.53,19,42,4,23,0.35589,56888.5,187.832,171.293,1.4047,120.302,117.414,105.209,109.865,33.27277057,41.98404762,20.78824608,22.02684211,43.58607342,58.47043478,0.657138588,2.738688192,0.816
hTME18-1_Str_04_xyz-6507-1789-83,hTME18-1,Q140,D1,CPi,85.5654,60.1564,4,113.74,72157.4,159.983,1.04259,230.86,2262.35,19,43,5,24,0.5,90456.4,221.719,155.819,1.42781,97.311,127.559,93.8315,96.6595,43.16456445,52.60790698,28.44679279,31.75315789,54.81613368,69.11791667,0.747732514,4.020400195,0.869822485
hTME18-1_Str_04_xyz-6560-4872-360,hTME18-1,Q140,D2,CPi,80.1935,69.6076,8,51.56,39396.4,134.129,1.03042,160.18,1944.2,30,62,2,32,0.350814,64525.6,176.638,82.339,1.75962,107.062,109.049,98.4085,97.6869,26.32322891,31.35290323,13.24533482,14.46066667,38.58375463,47.189375,0.67409756,2.919256483,0.78633218
hTME18-1_Str_04_xyz-6575-5571-304,hTME18-1,Q140,D1,CPi,82.8491,64.9137,8,116.37,98940.8,167.579,1.03316,241.058,3229.95,38,79,3,41,0.478164,125191,185.723,156.35,1.43067,108.887,122.319,104.017,104.871,34.9245505,40.88050633,17.21459474,18.48815789,51.33865583,61.63439024,0.711710637,3.404035339,0.624121147
hTME18-1_Str_04_xyz-6678-12678-60,hTME18-1,Q140,D1,CPi,54.0594,51.2548,5,70.52,52248.3,132.551,1.02835,221.16,2321.16,23,52,6,29,0.389648,61608.1,152.742,107.059,1.27976,129.753,132.491,73.5443,75.0805,38.70299304,44.63307692,15.34462616,16.24782609,57.22859435,67.14551724,0.820022357,6.113770363,0.848074922
hTME18-1_Str_04_xyz-6824-3378-333,hTME18-1,Q140,D1,CPi,91.7513,75.831,5,107.12,63831.6,154.557,1.03099,206.12,2459.19,20,48,8,28,0.504167,79993.6,183.951,132.93,1.22797,96.8006,115.531,82.4067,79.9921,43.2558171,51.22791667,15.93697783,17.3355,62.76927372,75.43678571,0.788882961,5.016131986,0.844444444
hTME18-1_Str_04_xyz-6848-12415-310,hTME18-1,Q140,D1,CPi,70.8203,69.1893,5,106.92,97874.3,128.284,1.02913,211.221,3431.29,31,69,7,38,0.471582,119991,158.095,158.499,1.23949,114.04,121.343,95.411,100.499,43.44765607,49.72434783,13.82378439,14.75516129,67.61449875,78.25184211,0.798663901,5.320207376,0.800625
hTME18-1_Str_04_xyz-7092-1306-368,hTME18-1,Q140,D2,CPi,84.4492,81.4441,3,69,28973.7,127.329,1.02968,175.48,1426.68,13,31,5,18,0.615385,40789.1,195.558,131.829,1.38267,99.4199,108.851,74.054,83.525,38.39121664,46.01677419,19.79760133,22.61461538,51.81993881,62.91833333,0.698294316,3.215802074,0.8675
hTME18-1_Str_04_xyz-7188-3326-334,hTME18-1,Q140,D1,CPi,69.6867,67.3853,7,132.07,105324,148.709,1.03975,215.082,3589.71,35,76,6,41,0.470794,141681,221.463,199.919,1.37524,119.006,115.465,101.116,99.3875,39.30926112,47.22789474,18.17329846,19.83514286,57.35215607,70.61195122,0.748107782,4.027856109,0.69605192
hTME18-1_Str_04_xyz-7470-12666-260,hTME18-1,Q140,D1,CPi,92.8891,72.4419,5,73.16,32217.3,109.256,1.04183,143.94,1270.5,14,32,4,18,0.395238,45326.3,165.434,121.391,1.37604,92.6506,121.08,93.9222,85.1338,33.06753604,39.6975,19.29425979,21.86571429,43.78008423,53.56666667,0.717349359,3.489063189,0.8975
hTME18-1_Str_04_xyz-7474-1519-340,hTME18-1,Q140,D1,CPi,76.8259,68.1407,4,58.96,34183.5,120.022,1.04089,177.392,1648.98,13,32,6,19,0.358974,46637.8,210.341,172.16,1.24918,110.823,119.294,79.8788,97.3095,40.26750941,51.52625,21.11869064,25.69076923,53.36933279,69.20315789,0.76081008,4.29562666,0.87755102
hTME18-1_Str_04_xyz-7543-8999-323,hTME18-1,Q140,D1,CPi,80.5638,59.7858,7,73.74,67789.8,166.447,1.03429,251.149,2466.51,27,57,3,30,0.519285,85791.2,188.517,136.268,1.47456,100.731,122.641,95.3984,89.5984,36.31718041,43.2677193,12.39420246,13.30777778,57.84786056,70.23166667,0.775001243,4.63482886,0.76171875
hTME18-1_Str_04_xyz-7635-11964-339,hTME18-1,Q140,D2,CPi,74.8523,52.927,5,66.98,56401.1,134.145,1.02765,213.65,2126,18,44,8,26,0.425926,68229.9,196.559,124.442,1.1875,111.361,129.958,92.1581,89.9603,42.02753897,48.31363636,16.5057925,17.95,59.69644037,69.33461538,0.824862861,6.32384291,0.868622449
hTME18-1_Str_04_xyz-7776-5663-296,hTME18-1,Q140,D1,CPi,64.9038,63.1399,5,118.8,62755.9,141.347,1.04072,180.42,2322.15,19,43,5,24,0.364912,81718.7,181.18,152.569,1.28342,123.097,120.658,88.8452,83.1415,43.08274664,53.99860465,20.8874314,22.62578947,60.65403787,78.83541667,0.734929455,3.780020558,0.792899408
hTME18-1_Str_04_xyz-7958-11816-325,hTME18-1,Q140,D1,CPi,67.1006,61.4354,2,67.71,19661.4,93.9867,1.05701,149.811,1026.14,6,18,6,12,0.166667,25797.3,139.97,86.9294,1.19212,131.714,119.037,93.9825,95.7174,42.06315569,57.00333333,28.16672682,32.95,49.01137012,69.03,0.674435819,2.923068471,0.918367347
hTME18-1_Str_04_xyz-8131-8588-331,hTME18-1,Q140,D2,CPi,77.5979,68.3742,6,115.33,34964.8,112.364,1.0298,161.36,1883.64,21,47,5,26,0.406349,44517.9,136.426,128.525,1.37341,112.787,122.639,86.4778,78.6693,33.89833204,40.07297872,11.46523337,12.20857143,52.01737328,62.57884615,0.775116157,4.637770571,0.790816327
hTME18-1_Str_04_xyz-8321-9970-305,hTME18-1,Q140,D2,CPi,93.0905,86.1009,9,68.89,37419.2,129.743,1.04153,194.041,1696.83,23,49,3,26,0.66742,55778.1,189.153,107.061,1.86466,92.7106,104.196,82.3779,68.1132,28.6573037,34.62408163,14.80421654,17.33086957,40.91195773,49.92192308,0.74919435,4.049584139,0.844387755
hTME18-1_Str_04_xyz-8406-5272-332,hTME18-1,Q140,D2,CPi,87.2079,74.5213,6,101.48,80774.3,121.689,1.02648,167.2,3302.73,33,75,9,42,0.309283,101413,143.896,104.469,1.33122,110.599,125.318,76.1454,87.9153,38.12198859,44.03093333,16.33251937,17.68848485,55.24228583,64.72857143,0.756887556,4.209615285,0.815082645
hTME18-1_Str_04_xyz-8551-10811-58,hTME18-1,Q140,D1,CPi,54.9013,44.9005,4,73.48,62840.2,135.673,1.04404,207.03,2547.06,23,53,7,30,0.346791,73547.6,173.316,117.6,1.23326,135.391,145.745,87.7221,73.477,40.00267444,48.05339623,18.29202043,19.09521739,56.64750919,70.25466667,0.826934103,6.417749081,0.876953125
hTME18-1_Str_04_xyz-8688-4175-325,hTME18-1,Q140,D1,CPi,65.5964,73.7037,5,102.83,72501.4,124.596,1.03162,179.13,2999.06,23,56,10,33,0.384058,88755.8,147.216,132.08,1.15785,121.918,123.679,104.587,100.129,45.25477577,53.55017857,13.37983448,14.42347826,67.47064395,80.82030303,0.767885196,4.45896811,0.822857143
hTME18-1_Str_04_xyz-8829-9218-363,hTME18-1,Q140,D1,CPi,75.0904,80.4622,4,57.81,35390.4,111.224,1.0431,169.87,1562.92,13,35,9,22,0.564103,47440.9,140.908,105.048,1.17853,112.371,113.611,108.266,116.653,37.17403054,44.65,12.05694649,13.39230769,52.01594383,63.12045455,0.75928864,4.261895013,0.798611111
hTME18-1_Str_04_xyz-8839-3286-269,hTME18-1,Q140,D1,CPi,71.7875,69.486,4,153.59,43265.8,124.258,1.02843,167.044,2082.83,17,40,6,23,0.313725,56304.9,176.236,130.432,1.27083,122.495,121.946,90.2142,82.7637,43.90490793,52.0655,17.50859639,19.04823529,63.41522515,76.46956522,0.764053269,4.369148381,0.9104
hTME18-1_Str_04_xyz-9207-2030-289,hTME18-1,Q140,D1,CPi,54.4034,51.2086,3,99.02,42542.8,111.339,1.0276,175.899,1782.93,16,37,5,21,0.40625,50601.7,129.515,141.271,1.2883,128.298,131.565,74.1055,92.3573,41.58673705,48.18243243,15.84912054,17.035625,61.19634963,71.91333333,0.773283796,4.59125914,0.894139887
hTME18-1_Str_04_xyz-9342-9603-57,hTME18-1,Q140,D1,CPi,80.3599,62.3358,7,104.09,85576.3,133.29,1.03666,210.069,3405.54,27,67,13,40,0.481481,114647,190.526,151.069,1.31808,111.18,124.432,87.3747,88.6466,42.25266246,50.82492537,20.85728984,25.63555556,56.69453898,67.82775,0.768366138,4.470475098,0.870181406
